Date,Price
1991/6/13,0.571
1991/6/14,0.5725
1991/6/17,0.575
1991/6/18,0.5764
1991/6/19,0.5769
1991/6/20,0.5763
1991/6/21,0.5778
1991/6/24,0.5774
1991/6/25,0.5774
1991/6/26,0.5765
1991/6/27,0.577
1991/6/28,0.577
1991/7/1,0.5731
1991/7/2,0.5698
1991/7/3,0.5685
1991/7/4,0.5671
1991/7/5,0.5685
1991/7/8,0.5685
1991/7/9,0.567
1991/7/10,0.5649
1991/7/11,0.5636
1991/7/12,0.5637
1991/7/15,0.565
1991/7/16,0.5673
1991/7/17,0.5658
1991/7/18,0.5635
1991/7/19,0.5665
1991/7/22,0.5657
1991/7/23,0.5642
1991/7/24,0.5668
1991/7/25,0.5688
1991/7/26,0.571
1991/7/29,0.5702
1991/7/30,0.5712
1991/7/31,0.5712
1991/8/1,0.5713
1991/8/2,0.5703
1991/8/5,0.5755
1991/8/6,0.574
1991/8/7,0.573
1991/8/8,0.5756
1991/8/9,0.5733
1991/8/12,0.5747
1991/8/13,0.5753
1991/8/14,0.5725
1991/8/15,0.5742
1991/8/16,0.5751
1991/8/19,0.5741
1991/8/20,0.5759
1991/8/21,0.578
1991/8/22,0.5752
1991/8/23,0.5739
1991/8/26,0.5757
1991/8/27,0.5751
1991/8/28,0.5743
1991/8/29,0.5768
1991/8/30,0.574
1991/9/2,0.5735
1991/9/3,0.5748
1991/9/4,0.5769
1991/9/5,0.5805
1991/9/6,0.5817
1991/9/9,0.5846
1991/9/10,0.5835
1991/9/11,0.5845
1991/9/12,0.585
1991/9/13,0.5877
1991/9/16,0.5893
1991/9/17,0.5797
1991/9/18,0.5872
1991/9/19,0.5849
1991/9/20,0.5845
1991/9/23,0.5842
1991/9/24,0.585
1991/9/25,0.5735
1991/9/26,0.5643
1991/9/27,0.57
1991/9/30,0.567
1991/10/1,0.5685
1991/10/2,0.5697
1991/10/3,0.5693
1991/10/4,0.5668
1991/10/7,0.5683
1991/10/8,0.5675
1991/10/9,0.5672
1991/10/10,0.566
1991/10/11,0.5662
1991/10/14,0.5665
1991/10/15,0.5675
1991/10/16,0.5662
1991/10/17,0.5665
1991/10/18,0.566
1991/10/21,0.566
1991/10/22,0.5637
1991/10/23,0.5519
1991/10/24,0.5559
1991/10/25,0.5581
1991/10/28,0.5548
1991/10/29,0.554
1991/10/30,0.5579
1991/10/31,0.5575
1991/11/1,0.562
1991/11/4,0.5623
1991/11/5,0.5625
1991/11/6,0.5605
1991/11/7,0.5578
1991/11/8,0.5575
1991/11/11,0.5589
1991/11/12,0.5625
1991/11/13,0.5605
1991/11/14,0.5615
1991/11/15,0.562
1991/11/18,0.5653
1991/11/19,0.5677
1991/11/20,0.5662
1991/11/21,0.567
1991/11/22,0.5695
1991/11/25,0.5675
1991/11/26,0.568
1991/11/27,0.565
1991/11/28,0.5623
1991/11/29,0.5614
1991/12/2,0.5625
1991/12/3,0.5612
1991/12/4,0.562
1991/12/5,0.5617
1991/12/6,0.5595
1991/12/9,0.5563
1991/12/10,0.5565
1991/12/11,0.5543
1991/12/12,0.5585
1991/12/13,0.5574
1991/12/16,0.5565
1991/12/17,0.5543
1991/12/18,0.551
1991/12/19,0.5513
1991/12/20,0.5412
1991/12/23,0.5453
1991/12/24,0.5437
1991/12/25,0.5437
1991/12/26,0.5465
1991/12/27,0.543
1991/12/30,0.5406
1991/12/31,0.5403
1992/1/1,0.5403
1992/1/2,0.538
1992/1/3,0.5383
1992/1/6,0.551
1992/1/7,0.5515
1992/1/8,0.5495
1992/1/9,0.5443
1992/1/10,0.5413
1992/1/13,0.544
1992/1/14,0.5435
1992/1/15,0.5385
1992/1/16,0.539
1992/1/17,0.5424
1992/1/20,0.5425
1992/1/21,0.5427
1992/1/22,0.5409
1992/1/23,0.541
1992/1/24,0.5398
1992/1/27,0.5375
1992/1/28,0.54
1992/1/29,0.5397
1992/1/30,0.5389
1992/1/31,0.5395
1992/2/3,0.54
1992/2/4,0.5416
1992/2/5,0.5403
1992/2/6,0.5413
1992/2/7,0.5415
1992/2/10,0.541
1992/2/11,0.541
1992/2/12,0.539
1992/2/13,0.5408
1992/2/14,0.5405
1992/2/17,0.5405
1992/2/18,0.5405
1992/2/19,0.5405
1992/2/20,0.543
1992/2/21,0.542
1992/2/24,0.5405
1992/2/25,0.541
1992/2/26,0.541
1992/2/27,0.5465
1992/2/28,0.5463
1992/3/2,0.5465
1992/3/3,0.5493
1992/3/4,0.5458
1992/3/5,0.546
1992/3/6,0.5487
1992/3/9,0.547
1992/3/10,0.5497
1992/3/11,0.5495
1992/3/12,0.5492
1992/3/13,0.547
1992/3/16,0.5467
1992/3/17,0.546
1992/3/18,0.548
1992/3/19,0.548
1992/3/20,0.55
1992/3/23,0.5507
1992/3/24,0.548
1992/3/25,0.5498
1992/3/26,0.5515
1992/3/27,0.5502
1992/3/30,0.5495
1992/3/31,0.546
1992/4/1,0.5455
1992/4/2,0.545
1992/4/3,0.547
1992/4/6,0.5449
1992/4/7,0.5422
1992/4/8,0.5435
1992/4/9,0.5435
1992/4/10,0.5435
1992/4/13,0.546
1992/4/14,0.5463
1992/4/15,0.546
1992/4/16,0.5443
1992/4/17,0.544
1992/4/20,0.5435
1992/4/21,0.541
1992/4/22,0.5393
1992/4/23,0.532
1992/4/24,0.5347
1992/4/27,0.5345
1992/4/28,0.539
1992/4/29,0.54
1992/4/30,0.5373
1992/5/1,0.538
1992/5/4,0.5372
1992/5/5,0.5385
1992/5/6,0.539
1992/5/7,0.5365
1992/5/8,0.537
1992/5/11,0.5345
1992/5/12,0.5332
1992/5/13,0.5337
1992/5/14,0.534
1992/5/15,0.5335
1992/5/18,0.534
1992/5/19,0.5327
1992/5/20,0.5335
1992/5/21,0.533
1992/5/22,0.5349
1992/5/25,0.5355
1992/5/26,0.5355
1992/5/27,0.5354
1992/5/28,0.5359
1992/5/29,0.5363
1992/6/1,0.5365
1992/6/2,0.5365
1992/6/3,0.5375
1992/6/4,0.5366
1992/6/5,0.538
1992/6/8,0.5409
1992/6/9,0.5445
1992/6/10,0.543
1992/6/11,0.542
1992/6/12,0.5445
1992/6/15,0.542
1992/6/16,0.542
1992/6/17,0.5422
1992/6/18,0.5422
1992/6/19,0.546
1992/6/22,0.5455
1992/6/23,0.5438
1992/6/24,0.5445
1992/6/25,0.5445
1992/6/26,0.5428
1992/6/29,0.5445
1992/6/30,0.5453
1992/7/1,0.543
1992/7/2,0.5455
1992/7/3,0.5445
1992/7/6,0.5436
1992/7/7,0.544
1992/7/8,0.5457
1992/7/9,0.545
1992/7/10,0.546
1992/7/13,0.5475
1992/7/14,0.548
1992/7/15,0.547
1992/7/16,0.5458
1992/7/17,0.547
1992/7/20,0.549
1992/7/21,0.549
1992/7/22,0.549
1992/7/23,0.5495
1992/7/24,0.548
1992/7/27,0.5457
1992/7/28,0.5452
1992/7/29,0.5445
1992/7/30,0.5457
1992/7/31,0.5449
1992/8/3,0.5445
1992/8/4,0.546
1992/8/5,0.5435
1992/8/6,0.5445
1992/8/7,0.5433
1992/8/10,0.5425
1992/8/11,0.5425
1992/8/12,0.538
1992/8/13,0.5361
1992/8/14,0.5377
1992/8/17,0.5395
1992/8/18,0.5375
1992/8/19,0.5389
1992/8/20,0.5398
1992/8/21,0.5375
1992/8/24,0.539
1992/8/25,0.5412
1992/8/26,0.5411
1992/8/27,0.5415
1992/8/28,0.5415
1992/8/31,0.5393
1992/9/1,0.5395
1992/9/2,0.54
1992/9/3,0.5397
1992/9/4,0.5435
1992/9/7,0.5416
1992/9/8,0.5375
1992/9/9,0.542
1992/9/10,0.543
1992/9/11,0.5465
1992/9/14,0.553
1992/9/15,0.5465
1992/9/16,0.5475
1992/9/17,0.544
1992/9/18,0.5442
1992/9/21,0.5363
1992/9/22,0.5365
